# x_m,y_m,w_tr_right_m,w_tr_left_m
25.041736,21.241000,5.500,5.500
25.375626,21.462050,5.500,5.500
25.709516,21.680739,5.500,5.500
26.043406,21.897043,5.500,5.500
26.377295,22.110937,5.500,5.500
26.711185,22.322398,5.500,5.500
27.045075,22.531404,5.500,5.500
27.378965,22.737930,5.500,5.500
27.712855,22.941954,5.500,5.500
28.046745,23.143455,5.500,5.500
28.380634,23.342408,5.500,5.500
28.714524,23.538794,5.500,5.500
29.048414,23.732589,5.500,5.500
29.382304,23.923774,5.500,5.500
29.716194,24.112326,5.500,5.500
30.050083,24.298225,5.500,5.500
30.383973,24.481450,5.500,5.500
30.717863,24.661982,5.500,5.500
31.051753,24.839801,5.500,5.500
31.385643,25.014886,5.500,5.500
31.719533,25.187219,5.500,5.500
32.053422,25.356781,5.500,5.500
32.387312,25.523552,5.500,5.500
32.721202,25.687516,5.500,5.500
33.055092,25.848653,5.500,5.500
33.388982,26.006946,5.500,5.500
33.722871,26.162378,5.500,5.500
34.056761,26.314931,5.500,5.500
34.390651,26.464588,5.500,5.500
34.724541,26.611334,5.500,5.500
35.058431,26.755152,5.500,5.500
35.392321,26.896026,5.500,5.500
35.726210,27.033940,5.500,5.500
36.060100,27.168881,5.500,5.500
36.393990,27.300831,5.500,5.500
36.727880,27.429778,5.500,5.500
37.061770,27.555707,5.500,5.500
37.395659,27.678605,5.500,5.500
37.729549,27.798456,5.500,5.500
38.063439,27.915249,5.500,5.500
38.397329,28.028971,5.500,5.500
38.731219,28.139609,5.500,5.500
39.065109,28.247150,5.500,5.500
39.398998,28.351584,5.500,5.500
39.732888,28.452898,5.500,5.500
40.066778,28.551081,5.500,5.500
40.400668,28.646123,5.500,5.500
40.734558,28.738013,5.500,5.500
41.068447,28.826742,5.500,5.500
41.402337,28.912298,5.500,5.500
41.736227,28.994674,5.500,5.500
42.070117,29.073859,5.500,5.500
42.404007,29.149845,5.500,5.500
42.737896,29.222624,5.500,5.500
43.071786,29.292187,5.500,5.500
43.405676,29.358528,5.500,5.500
43.739566,29.421638,5.500,5.500
44.073456,29.481512,5.500,5.500
44.407346,29.538141,5.500,5.500
44.741235,29.591520,5.500,5.500
45.075125,29.641644,5.500,5.500
45.409015,29.688506,5.500,5.500
45.742905,29.732101,5.500,5.500
46.076795,29.772426,5.500,5.500
46.410684,29.809474,5.500,5.500
46.744574,29.843243,5.500,5.500
47.078464,29.873728,5.500,5.500
47.412354,29.900926,5.500,5.500
47.746244,29.924834,5.500,5.500
48.080134,29.945449,5.500,5.500
48.414023,29.962770,5.500,5.500
48.747913,29.976794,5.500,5.500
49.081803,29.987519,5.500,5.500
49.415693,29.994946,5.500,5.500
49.749583,29.999072,5.500,5.500
50.083472,29.999897,5.500,5.500
50.417362,29.997421,5.500,5.500
50.751252,29.991645,5.500,5.500
51.085142,29.982569,5.500,5.500
51.419032,29.970194,5.500,5.500
51.752922,29.954521,5.500,5.500
52.086811,29.935553,5.500,5.500
52.420701,29.913291,5.500,5.500
52.754591,29.887738,5.500,5.500
53.088481,29.858896,5.500,5.500
53.422371,29.826769,5.500,5.500
53.756260,29.791360,5.500,5.500
54.090150,29.752673,5.500,5.500
54.424040,29.710712,5.500,5.500
54.757930,29.665483,5.500,5.500
55.091820,29.616989,5.500,5.500
55.425710,29.565237,5.500,5.500
55.759599,29.510232,5.500,5.500
56.093489,29.451980,5.500,5.500
56.427379,29.390487,5.500,5.500
56.761269,29.325761,5.500,5.500
57.095159,29.257808,5.500,5.500
57.429048,29.186636,5.500,5.500
57.762938,29.112252,5.500,5.500
58.096828,29.034665,5.500,5.500
58.430718,28.953884,5.500,5.500
58.764608,28.869917,5.500,5.500
59.098497,28.782773,5.500,5.500
59.432387,28.692463,5.500,5.500
59.766277,28.598996,5.500,5.500
60.100167,28.502381,5.500,5.500
60.434057,28.402631,5.500,5.500
60.767947,28.299756,5.500,5.500
61.101836,28.193767,5.500,5.500
61.435726,28.084676,5.500,5.500
61.769616,27.972495,5.500,5.500
62.103506,27.857236,5.500,5.500
62.437396,27.738912,5.500,5.500
62.771285,27.617536,5.500,5.500
63.105175,27.493121,5.500,5.500
63.439065,27.365681,5.500,5.500
63.772955,27.235231,5.500,5.500
64.106845,27.101783,5.500,5.500
64.440735,26.965354,5.500,5.500
64.774624,26.825958,5.500,5.500
65.108514,26.683610,5.500,5.500
65.442404,26.538326,5.500,5.500
65.776294,26.390122,5.500,5.500
66.110184,26.239015,5.500,5.500
66.444073,26.085021,5.500,5.500
66.777963,25.928156,5.500,5.500
67.111853,25.768439,5.500,5.500
67.445743,25.605886,5.500,5.500
67.779633,25.440516,5.500,5.500
68.113523,25.272347,5.500,5.500
68.447412,25.101398,5.500,5.500
68.781302,24.927686,5.500,5.500
69.115192,24.751232,5.500,5.500
69.449082,24.572054,5.500,5.500
69.782972,24.390173,5.500,5.500
70.116861,24.205608,5.500,5.500
70.450751,24.018380,5.500,5.500
70.784641,23.828509,5.500,5.500
71.118531,23.636017,5.500,5.500
71.452421,23.440923,5.500,5.500
71.786311,23.243251,5.500,5.500
72.120200,23.043021,5.500,5.500
72.454090,22.840256,5.500,5.500
72.787980,22.634978,5.500,5.500
73.121870,22.427209,5.500,5.500
73.455760,22.216973,5.500,5.500
73.789649,22.004292,5.500,5.500
74.123539,21.789190,5.500,5.500
74.457429,21.571691,5.500,5.500
74.791319,21.351818,5.500,5.500
75.125209,21.129596,5.500,5.500
75.459098,20.905050,5.500,5.500
75.792988,20.678203,5.500,5.500
76.126878,20.449080,5.500,5.500
76.460768,20.217708,5.500,5.500
76.794658,19.984112,5.500,5.500
77.128548,19.748316,5.500,5.500
77.462437,19.510348,5.500,5.500
77.796327,19.270233,5.500,5.500
78.130217,19.027997,5.500,5.500
78.464107,18.783669,5.500,5.500
78.797997,18.537273,5.500,5.500
79.131886,18.288838,5.500,5.500
79.465776,18.038390,5.500,5.500
79.799666,17.785958,5.500,5.500
80.133556,17.531569,5.500,5.500
80.467446,17.275251,5.500,5.500
80.801336,17.017032,5.500,5.500
81.135225,16.756941,5.500,5.500
81.469115,16.495006,5.500,5.500
81.803005,16.231256,5.500,5.500
82.136895,15.965720,5.500,5.500
82.470785,15.698428,5.500,5.500
82.804674,15.429408,5.500,5.500
83.138564,15.158691,5.500,5.500
83.472454,14.886305,5.500,5.500
83.806344,14.612282,5.500,5.500
84.140234,14.336651,5.500,5.500
84.474124,14.059443,5.500,5.500
84.808013,13.780688,5.500,5.500
85.141903,13.500416,5.500,5.500
85.475793,13.218659,5.500,5.500
85.809683,12.935448,5.500,5.500
86.143573,12.650813,5.500,5.500
86.477462,12.364787,5.500,5.500
86.811352,12.077400,5.500,5.500
87.145242,11.788684,5.500,5.500
87.479132,11.498671,5.500,5.500
87.813022,11.207393,5.500,5.500
88.146912,10.914882,5.500,5.500
88.480801,10.621170,5.500,5.500
88.814691,10.326289,5.500,5.500
89.148581,10.030272,5.500,5.500
89.482471,9.733151,5.500,5.500
89.816361,9.434960,5.500,5.500
90.150250,9.135730,5.500,5.500
90.484140,8.835495,5.500,5.500
90.818030,8.534288,5.500,5.500
91.151920,8.232142,5.500,5.500
91.485810,7.929091,5.500,5.500
91.819699,7.625167,5.500,5.500
92.153589,7.320404,5.500,5.500
92.487479,7.014835,5.500,5.500
92.821369,6.708495,5.500,5.500
93.155259,6.401416,5.500,5.500
93.489149,6.093633,5.500,5.500
93.823038,5.785180,5.500,5.500
94.156928,5.476090,5.500,5.500
94.490818,5.166398,5.500,5.500
94.824708,4.856137,5.500,5.500
95.158598,4.545342,5.500,5.500
95.492487,4.234047,5.500,5.500
95.826377,3.922285,5.500,5.500
96.160267,3.610093,5.500,5.500
96.494157,3.297503,5.500,5.500
96.828047,2.984550,5.500,5.500
97.161937,2.671269,5.500,5.500
97.495826,2.357694,5.500,5.500
97.829716,2.043860,5.500,5.500
98.163606,1.729801,5.500,5.500
98.497496,1.415551,5.500,5.500
98.831386,1.101146,5.500,5.500
99.165275,0.786619,5.500,5.500
99.499165,0.472006,5.500,5.500
99.833055,0.157341,5.500,5.500
100.166945,-0.157341,5.500,5.500
100.500835,-0.472006,5.500,5.500
100.834725,-0.786619,5.500,5.500
101.168614,-1.101146,5.500,5.500
101.502504,-1.415551,5.500,5.500
101.836394,-1.729801,5.500,5.500
102.170284,-2.043860,5.500,5.500
102.504174,-2.357694,5.500,5.500
102.838063,-2.671269,5.500,5.500
103.171953,-2.984550,5.500,5.500
103.505843,-3.297503,5.500,5.500
103.839733,-3.610093,5.500,5.500
104.173623,-3.922285,5.500,5.500
104.507513,-4.234047,5.500,5.500
104.841402,-4.545342,5.500,5.500
105.175292,-4.856137,5.500,5.500
105.509182,-5.166398,5.500,5.500
105.843072,-5.476090,5.500,5.500
106.176962,-5.785180,5.500,5.500
106.510851,-6.093633,5.500,5.500
106.844741,-6.401416,5.500,5.500
107.178631,-6.708495,5.500,5.500
107.512521,-7.014835,5.500,5.500
107.846411,-7.320404,5.500,5.500
108.180301,-7.625167,5.500,5.500
108.514190,-7.929091,5.500,5.500
108.848080,-8.232142,5.500,5.500
109.181970,-8.534288,5.500,5.500
109.515860,-8.835495,5.500,5.500
109.849750,-9.135730,5.500,5.500
110.183639,-9.434960,5.500,5.500
110.517529,-9.733151,5.500,5.500
110.851419,-10.030272,5.500,5.500
111.185309,-10.326289,5.500,5.500
111.519199,-10.621170,5.500,5.500
111.853088,-10.914882,5.500,5.500
112.186978,-11.207393,5.500,5.500
112.520868,-11.498671,5.500,5.500
112.854758,-11.788684,5.500,5.500
113.188648,-12.077400,5.500,5.500
113.522538,-12.364787,5.500,5.500
113.856427,-12.650813,5.500,5.500
114.190317,-12.935448,5.500,5.500
114.524207,-13.218659,5.500,5.500
114.858097,-13.500416,5.500,5.500
115.191987,-13.780688,5.500,5.500
115.525876,-14.059443,5.500,5.500
115.859766,-14.336651,5.500,5.500
116.193656,-14.612282,5.500,5.500
116.527546,-14.886305,5.500,5.500
116.861436,-15.158691,5.500,5.500
117.195326,-15.429408,5.500,5.500
117.529215,-15.698428,5.500,5.500
117.863105,-15.965720,5.500,5.500
118.196995,-16.231256,5.500,5.500
118.530885,-16.495006,5.500,5.500
118.864775,-16.756941,5.500,5.500
119.198664,-17.017032,5.500,5.500
119.532554,-17.275251,5.500,5.500
119.866444,-17.531569,5.500,5.500
120.200334,-17.785958,5.500,5.500
120.534224,-18.038390,5.500,5.500
120.868114,-18.288838,5.500,5.500
121.202003,-18.537273,5.500,5.500
121.535893,-18.783669,5.500,5.500
121.869783,-19.027997,5.500,5.500
122.203673,-19.270233,5.500,5.500
122.537563,-19.510348,5.500,5.500
122.871452,-19.748316,5.500,5.500
123.205342,-19.984112,5.500,5.500
123.539232,-20.217708,5.500,5.500
123.873122,-20.449080,5.500,5.500
124.207012,-20.678203,5.500,5.500
124.540902,-20.905050,5.500,5.500
124.874791,-21.129596,5.500,5.500
125.208681,-21.351818,5.500,5.500
125.542571,-21.571691,5.500,5.500
125.876461,-21.789190,5.500,5.500
126.210351,-22.004292,5.500,5.500
126.544240,-22.216973,5.500,5.500
126.878130,-22.427209,5.500,5.500
127.212020,-22.634978,5.500,5.500
127.545910,-22.840256,5.500,5.500
127.879800,-23.043021,5.500,5.500
128.213689,-23.243251,5.500,5.500
128.547579,-23.440923,5.500,5.500
128.881469,-23.636017,5.500,5.500
129.215359,-23.828509,5.500,5.500
129.549249,-24.018380,5.500,5.500
129.883139,-24.205608,5.500,5.500
130.217028,-24.390173,5.500,5.500
130.550918,-24.572054,5.500,5.500
130.884808,-24.751232,5.500,5.500
131.218698,-24.927686,5.500,5.500
131.552588,-25.101398,5.500,5.500
131.886477,-25.272347,5.500,5.500
132.220367,-25.440516,5.500,5.500
132.554257,-25.605886,5.500,5.500
132.888147,-25.768439,5.500,5.500
133.222037,-25.928156,5.500,5.500
133.555927,-26.085021,5.500,5.500
133.889816,-26.239015,5.500,5.500
134.223706,-26.390122,5.500,5.500
134.557596,-26.538326,5.500,5.500
134.891486,-26.683610,5.500,5.500
135.225376,-26.825958,5.500,5.500
135.559265,-26.965354,5.500,5.500
135.893155,-27.101783,5.500,5.500
136.227045,-27.235231,5.500,5.500
136.560935,-27.365681,5.500,5.500
136.894825,-27.493121,5.500,5.500
137.228715,-27.617536,5.500,5.500
137.562604,-27.738912,5.500,5.500
137.896494,-27.857236,5.500,5.500
138.230384,-27.972495,5.500,5.500
138.564274,-28.084676,5.500,5.500
138.898164,-28.193767,5.500,5.500
139.232053,-28.299756,5.500,5.500
139.565943,-28.402631,5.500,5.500
139.899833,-28.502381,5.500,5.500
140.233723,-28.598996,5.500,5.500
140.567613,-28.692463,5.500,5.500
140.901503,-28.782773,5.500,5.500
141.235392,-28.869917,5.500,5.500
141.569282,-28.953884,5.500,5.500
141.903172,-29.034665,5.500,5.500
142.237062,-29.112252,5.500,5.500
142.570952,-29.186636,5.500,5.500
142.904841,-29.257808,5.500,5.500
143.238731,-29.325761,5.500,5.500
143.572621,-29.390487,5.500,5.500
143.906511,-29.451980,5.500,5.500
144.240401,-29.510232,5.500,5.500
144.574290,-29.565237,5.500,5.500
144.908180,-29.616989,5.500,5.500
145.242070,-29.665483,5.500,5.500
145.575960,-29.710712,5.500,5.500
145.909850,-29.752673,5.500,5.500
146.243740,-29.791360,5.500,5.500
146.577629,-29.826769,5.500,5.500
146.911519,-29.858896,5.500,5.500
147.245409,-29.887738,5.500,5.500
147.579299,-29.913291,5.500,5.500
147.913189,-29.935553,5.500,5.500
148.247078,-29.954521,5.500,5.500
148.580968,-29.970194,5.500,5.500
148.914858,-29.982569,5.500,5.500
149.248748,-29.991645,5.500,5.500
149.582638,-29.997421,5.500,5.500
149.916528,-29.999897,5.500,5.500
150.250417,-29.999072,5.500,5.500
150.584307,-29.994946,5.500,5.500
150.918197,-29.987519,5.500,5.500
151.252087,-29.976794,5.500,5.500
151.585977,-29.962770,5.500,5.500
151.919866,-29.945449,5.500,5.500
152.253756,-29.924834,5.500,5.500
152.587646,-29.900926,5.500,5.500
152.921536,-29.873728,5.500,5.500
153.255426,-29.843243,5.500,5.500
153.589316,-29.809474,5.500,5.500
153.923205,-29.772426,5.500,5.500
154.257095,-29.732101,5.500,5.500
154.590985,-29.688506,5.500,5.500
154.924875,-29.641644,5.500,5.500
155.258765,-29.591520,5.500,5.500
155.592654,-29.538141,5.500,5.500
155.926544,-29.481512,5.500,5.500
156.260434,-29.421638,5.500,5.500
156.594324,-29.358528,5.500,5.500
156.928214,-29.292187,5.500,5.500
157.262104,-29.222624,5.500,5.500
157.595993,-29.149845,5.500,5.500
157.929883,-29.073859,5.500,5.500
158.263773,-28.994674,5.500,5.500
158.597663,-28.912298,5.500,5.500
158.931553,-28.826742,5.500,5.500
159.265442,-28.738013,5.500,5.500
159.599332,-28.646123,5.500,5.500
159.933222,-28.551081,5.500,5.500
160.267112,-28.452898,5.500,5.500
160.601002,-28.351584,5.500,5.500
160.934891,-28.247150,5.500,5.500
161.268781,-28.139609,5.500,5.500
161.602671,-28.028971,5.500,5.500
161.936561,-27.915249,5.500,5.500
162.270451,-27.798456,5.500,5.500
162.604341,-27.678605,5.500,5.500
162.938230,-27.555707,5.500,5.500
163.272120,-27.429778,5.500,5.500
163.606010,-27.300831,5.500,5.500
163.939900,-27.168881,5.500,5.500
164.273790,-27.033940,5.500,5.500
164.607679,-26.896026,5.500,5.500
164.941569,-26.755152,5.500,5.500
165.275459,-26.611334,5.500,5.500
165.609349,-26.464588,5.500,5.500
165.943239,-26.314931,5.500,5.500
166.277129,-26.162378,5.500,5.500
166.611018,-26.006946,5.500,5.500
166.944908,-25.848653,5.500,5.500
167.278798,-25.687516,5.500,5.500
167.612688,-25.523552,5.500,5.500
167.946578,-25.356781,5.500,5.500
168.280467,-25.187219,5.500,5.500
168.614357,-25.014886,5.500,5.500
168.948247,-24.839801,5.500,5.500
169.282137,-24.661982,5.500,5.500
169.616027,-24.481450,5.500,5.500
169.949917,-24.298225,5.500,5.500
170.283806,-24.112326,5.500,5.500
170.617696,-23.923774,5.500,5.500
170.951586,-23.732589,5.500,5.500
171.285476,-23.538794,5.500,5.500
171.619366,-23.342408,5.500,5.500
171.953255,-23.143455,5.500,5.500
172.287145,-22.941954,5.500,5.500
172.621035,-22.737930,5.500,5.500
172.954925,-22.531404,5.500,5.500
173.288815,-22.322398,5.500,5.500
173.622705,-22.110937,5.500,5.500
173.956594,-21.897043,5.500,5.500
174.290484,-21.680739,5.500,5.500
174.624374,-21.462050,5.500,5.500
174.958264,-21.241000,5.500,5.500
175.292154,-21.017612,5.500,5.500
175.626043,-20.791912,5.500,5.500
175.959933,-20.563924,5.500,5.500
176.293823,-20.333674,5.500,5.500
176.627713,-20.101186,5.500,5.500
176.961603,-19.866487,5.500,5.500
177.295492,-19.629602,5.500,5.500
177.629382,-19.390557,5.500,5.500
177.963272,-19.149378,5.500,5.500
178.297162,-18.906093,5.500,5.500
178.631052,-18.660727,5.500,5.500
178.964942,-18.413309,5.500,5.500
179.298831,-18.163864,5.500,5.500
179.632721,-17.912420,5.500,5.500
179.966611,-17.659006,5.500,5.500
180.300501,-17.403649,5.500,5.500
180.634391,-17.146377,5.500,5.500
180.968280,-16.887218,5.500,5.500
181.302170,-16.626202,5.500,5.500
181.636060,-16.363356,5.500,5.500
181.969950,-16.098709,5.500,5.500
182.303840,-15.832292,5.500,5.500
182.637730,-15.564132,5.500,5.500
182.971619,-15.294260,5.500,5.500
183.305509,-15.022705,5.500,5.500
183.639399,-14.749497,5.500,5.500
183.973289,-14.474666,5.500,5.500
184.307179,-14.198242,5.500,5.500
184.641068,-13.920257,5.500,5.500
184.974958,-13.640740,5.500,5.500
185.308848,-13.359722,5.500,5.500
185.642738,-13.077234,5.500,5.500
185.976628,-12.793307,5.500,5.500
186.310518,-12.507972,5.500,5.500
186.644407,-12.221262,5.500,5.500
186.978297,-11.933206,5.500,5.500
187.312187,-11.643838,5.500,5.500
187.646077,-11.353188,5.500,5.500
187.979967,-11.061290,5.500,5.500
188.313856,-10.768174,5.500,5.500
188.647746,-10.473873,5.500,5.500
188.981636,-10.178420,5.500,5.500
189.315526,-9.881847,5.500,5.500
189.649416,-9.584187,5.500,5.500
189.983306,-9.285473,5.500,5.500
190.317195,-8.985736,5.500,5.500
190.651085,-8.685011,5.500,5.500
190.984975,-8.383331,5.500,5.500
191.318865,-8.080728,5.500,5.500
191.652755,-7.777236,5.500,5.500
191.986644,-7.472888,5.500,5.500
192.320534,-7.167718,5.500,5.500
192.654424,-6.861759,5.500,5.500
192.988314,-6.555045,5.500,5.500
193.322204,-6.247611,5.500,5.500
193.656093,-5.939488,5.500,5.500
193.989983,-5.630712,5.500,5.500
194.323873,-5.321317,5.500,5.500
194.657763,-5.011336,5.500,5.500
194.991653,-4.700804,5.500,5.500
195.325543,-4.389755,5.500,5.500
195.659432,-4.078222,5.500,5.500
195.993322,-3.766241,5.500,5.500
196.327212,-3.453845,5.500,5.500
196.661102,-3.141070,5.500,5.500
196.994992,-2.827949,5.500,5.500
197.328881,-2.514516,5.500,5.500
197.662771,-2.200807,5.500,5.500
197.996661,-1.886856,5.500,5.500
198.330551,-1.572697,5.500,5.500
198.664441,-1.258366,5.500,5.500
198.998331,-0.943895,5.500,5.500
199.332220,-0.629321,5.500,5.500
199.666110,-0.314678,5.500,5.500
200.000000,-0.000000,5.500,5.500
