# x_m,y_m
61.432387,24.388594
61.766277,24.309146
62.100167,24.227024
62.434057,24.142237
62.767947,24.054793
63.101836,23.964702
63.435726,23.871975
63.769616,23.776621
64.103506,23.678651
64.437396,23.578075
64.771285,23.474905
65.105175,23.369153
65.439065,23.260829
65.772955,23.149946
66.106845,23.036516
66.440735,22.920551
66.774624,22.802064
67.108514,22.681068
67.442404,22.557577
67.776294,22.431604
68.110184,22.303163
68.444073,22.172268
68.777963,22.038933
69.111853,21.903173
69.445743,21.765003
69.779633,21.624439
70.113523,21.481495
70.447412,21.336188
70.781302,21.188533
71.115192,21.038547
71.449082,20.886246
71.782972,20.731647
72.116861,20.574767
72.450751,20.415623
72.784641,20.254233
73.118531,20.090614
73.452421,19.924785
73.786311,19.756763
74.120200,19.586568
74.454090,19.414218
74.787980,19.239731
75.121870,19.063128
75.455760,18.884427
75.789649,18.703648
76.123539,18.520812
76.457429,18.335938
76.791319,18.149046
77.125209,17.960157
77.459098,17.769292
77.792988,17.576472
78.126878,17.381718
78.460768,17.185052
78.794658,16.986495
79.128548,16.786069
79.462437,16.583796
79.796327,16.379698
80.130217,16.173798
80.464107,15.966118
80.797997,15.756682
81.131886,15.545512
81.465776,15.332632
81.799666,15.118064
82.133556,14.901834
82.467446,14.683963
82.801336,14.464477
83.135225,14.243400
83.469115,14.020755
83.803005,13.796567
84.136895,13.570862
84.470785,13.343663
84.804674,13.114997
85.138564,12.884887
85.472454,12.653360
85.806344,12.420440
86.140234,12.186154
86.474124,11.950527
86.808013,11.713585
87.141903,11.475354
87.475793,11.235860
87.809683,10.995131
88.143573,10.753191
88.477462,10.510069
88.811352,10.265790
89.145242,10.020381
89.479132,9.773870
89.813022,9.526284
90.146912,9.277650
90.480801,9.027994
90.814691,8.777345
91.148581,8.525731
91.482471,8.273179
91.816361,8.019716
92.150250,7.765371
92.484140,7.510171
92.818030,7.254145
93.151920,6.997321
93.485810,6.739727
93.819699,6.481392
94.153589,6.222343
94.487479,5.962610
94.821369,5.702220
95.155259,5.441204
95.489149,5.179588
95.823038,4.917403
96.156928,4.654677
96.490818,4.391438
96.824708,4.127716
97.158598,3.863541
97.492487,3.598940
97.826377,3.333943
98.160267,3.068579
98.494157,2.802878
98.828047,2.536868
99.161937,2.270579
99.495826,2.004040
99.829716,1.737281
100.163606,1.470331
100.497496,1.203218
100.831386,0.935974
101.165275,0.668626
101.499165,0.401205
101.833055,0.133740
102.166945,-0.133740
102.500835,-0.401205
102.834725,-0.668626
103.168614,-0.935974
103.502504,-1.203218
103.836394,-1.470331
104.170284,-1.737281
104.504174,-2.004040
104.838063,-2.270579
105.171953,-2.536868
105.505843,-2.802878
105.839733,-3.068579
106.173623,-3.333943
106.507513,-3.598940
106.841402,-3.863541
107.175292,-4.127716
107.509182,-4.391438
107.843072,-4.654677
108.176962,-4.917403
108.510851,-5.179588
108.844741,-5.441204
109.178631,-5.702220
109.512521,-5.962610
109.846411,-6.222343
110.180301,-6.481392
110.514190,-6.739727
110.848080,-6.997321
111.181970,-7.254145
111.515860,-7.510171
111.849750,-7.765371
112.183639,-8.019716
112.517529,-8.273179
112.851419,-8.525731
113.185309,-8.777345
113.519199,-9.027994
113.853088,-9.277650
114.186978,-9.526284
114.520868,-9.773870
114.854758,-10.020381
115.188648,-10.265790
115.522538,-10.510069
115.856427,-10.753191
116.190317,-10.995131
116.524207,-11.235860
116.858097,-11.475354
117.191987,-11.713585
117.525876,-11.950527
117.859766,-12.186154
118.193656,-12.420440
118.527546,-12.653360
118.861436,-12.884887
119.195326,-13.114997
119.529215,-13.343663
119.863105,-13.570862
120.196995,-13.796567
120.530885,-14.020755
120.864775,-14.243400
121.198664,-14.464477
121.532554,-14.683963
121.866444,-14.901834
122.200334,-15.118064
122.534224,-15.332632
122.868114,-15.545512
123.202003,-15.756682
123.535893,-15.966118
123.869783,-16.173798
124.203673,-16.379698
124.537563,-16.583796
124.871452,-16.786069
125.205342,-16.986495
125.539232,-17.185052
125.873122,-17.381718
126.207012,-17.576472
126.540902,-17.769292
126.874791,-17.960157
127.208681,-18.149046
127.542571,-18.335938
127.876461,-18.520812
128.210351,-18.703648
128.544240,-18.884427
128.878130,-19.063128
129.212020,-19.239731
129.545910,-19.414218
129.879800,-19.586568
130.213689,-19.756763
130.547579,-19.924785
130.881469,-20.090614
131.215359,-20.254233
131.549249,-20.415623
131.883139,-20.574767
132.217028,-20.731647
132.550918,-20.886246
132.884808,-21.038547
133.218698,-21.188533
133.552588,-21.336188
133.886477,-21.481495
134.220367,-21.624439
134.554257,-21.765003
134.888147,-21.903173
135.222037,-22.038933
135.555927,-22.172268
135.889816,-22.303163
136.223706,-22.431604
136.557596,-22.557577
136.891486,-22.681068
137.225376,-22.802064
137.559265,-22.920551
137.893155,-23.036516
138.227045,-23.149946
138.560935,-23.260829
138.894825,-23.369153
139.228715,-23.474905
139.562604,-23.578075
139.896494,-23.678651
140.230384,-23.776621
140.564274,-23.871975
140.898164,-23.964702
141.232053,-24.054793
141.565943,-24.142237
141.899833,-24.227024
142.233723,-24.309146
142.567613,-24.388594
142.901503,-24.465357
143.235392,-24.539429
143.569282,-24.610801
143.903172,-24.679466
144.237062,-24.745414
144.570952,-24.808640
144.904841,-24.869137
145.238731,-24.926897
145.572621,-24.981914
145.906511,-25.034183
146.240401,-25.083697
146.574290,-25.130452
146.908180,-25.174441
147.242070,-25.215660
147.575960,-25.254105
147.909850,-25.289772
148.243740,-25.322656
148.577629,-25.352753
148.911519,-25.380061
149.245409,-25.404577
149.579299,-25.426297
149.913189,-25.445220
150.247078,-25.461343
150.580968,-25.474665
150.914858,-25.485184
151.248748,-25.492898
151.582638,-25.497808
151.916528,-25.499912
148.250417,-25.499211
148.584307,-25.495704
148.918197,-25.489392
149.252087,-25.480275
149.585977,-25.468354
149.919866,-25.453632
150.253756,-25.436109
150.587646,-25.415787
150.921536,-25.392668
151.255426,-25.366756
151.589316,-25.338053
151.923205,-25.306562
152.257095,-25.272286
152.590985,-25.235230
152.924875,-25.195397
153.258765,-25.152792
153.592654,-25.107420
153.926544,-25.059285
154.260434,-25.008393
154.594324,-24.954749
154.928214,-24.898359
155.262104,-24.839230
155.595993,-24.777368
155.929883,-24.712780
156.263773,-24.645473
156.597663,-24.575453
156.931553,-24.502730
157.265442,-24.427311
157.599332,-24.349205
157.933222,-24.268419
158.267112,-24.184963
158.601002,-24.098846
158.934891,-24.010078
159.268781,-23.918667
159.602671,-23.824625
159.936561,-23.727962
160.270451,-23.628688
160.604341,-23.526814
160.938230,-23.422351
161.272120,-23.315312
161.606010,-23.205707
161.939900,-23.093549
162.273790,-22.978849
162.607679,-22.861622
162.941569,-22.741879
163.275459,-22.619634
163.609349,-22.494900
163.943239,-22.367691
164.277129,-22.238021
164.611018,-22.105904
164.944908,-21.971355
165.278798,-21.834388
165.612688,-21.695020
165.946578,-21.553264
166.280467,-21.409136
166.614357,-21.262653
166.948247,-21.113831
167.282137,-20.962685
167.616027,-20.809233
167.949917,-20.653491
168.283806,-20.495477
168.617696,-20.335208
168.951586,-20.172701
169.285476,-20.007975
169.619366,-19.841047
169.953255,-19.671936
170.287145,-19.500661
170.621035,-19.327240
170.954925,-19.151693
171.288815,-18.974038
171.622705,-18.794296
171.956594,-18.612486
172.290484,-18.428628
172.624374,-18.242743
172.958264,-18.054850
173.292154,-17.864970
173.626043,-17.673125
173.959933,-17.479336
174.293823,-17.283623
174.627713,-17.086008
174.961603,-16.886514
175.295492,-16.685162
175.629382,-16.481973
175.963272,-16.276972
176.297162,-16.070179
176.631052,-15.861618
176.964942,-15.651312
177.298831,-15.439284
177.632721,-15.225557
177.966611,-15.010155
178.300501,-14.793102
178.634391,-14.574421
178.968280,-14.354136
179.302170,-14.132272
179.636060,-13.908852
179.969950,-13.683903
180.303840,-13.457448
180.637730,-13.229512
180.971619,-13.000121
181.305509,-12.769299
181.639399,-12.537072
181.973289,-12.303466
182.307179,-12.068506
182.641068,-11.832218
182.974958,-11.594629
183.308848,-11.355763
183.642738,-11.115649
183.976628,-10.874311
184.310518,-10.631776
184.644407,-10.388072
184.978297,-10.143225
185.312187,-9.897262
185.646077,-9.650210
185.979967,-9.402096
186.313856,-9.152948
186.647746,-8.902792
186.981636,-8.651657
187.315526,-8.399570
187.649416,-8.146559
187.983306,-7.892652
188.317195,-7.637876
188.651085,-7.382260
188.984975,-7.125831
189.318865,-6.868619
189.652755,-6.610650
189.986644,-6.351955
190.320534,-6.092560
190.654424,-5.832495
190.988314,-5.571789
191.322204,-5.310469
191.656093,-5.048565
191.989983,-4.786106
192.323873,-4.523120
192.657763,-4.259636
192.991653,-3.995683
193.325543,-3.731291
193.659432,-3.466489
193.993322,-3.201305
194.327212,-2.935769
194.661102,-2.669909
194.994992,-2.403756
195.328881,-2.137339
195.662771,-1.870686
195.996661,-1.603828
196.330551,-1.336793
196.664441,-1.069611
196.998331,-0.802311
197.332220,-0.534923
197.666110,-0.267476
198.000000,-0.000000
