# x_m,y_m
139.655066,45.136894
139.586355,45.622888
139.511442,46.108000
139.430339,46.592155
139.343060,47.075278
139.249617,47.557292
139.150025,48.038123
139.044300,48.517694
138.932459,48.995931
138.814519,49.472759
138.690498,49.948102
138.560417,50.421888
138.424294,50.894040
138.282152,51.364486
138.134013,51.833152
137.979900,52.299964
137.819837,52.764849
137.653850,53.227734
137.481964,53.688547
137.304206,54.147216
137.120604,54.603669
136.931187,55.057834
136.735985,55.509640
136.535027,55.959016
136.328347,56.405892
136.115975,56.850198
135.897945,57.291864
135.674292,57.730822
135.445050,58.167002
135.210256,58.600336
134.969945,59.030756
134.724156,59.458194
134.472928,59.882585
134.216299,60.303861
133.954310,60.721956
133.687002,61.136805
133.414417,61.548343
133.136597,61.956505
132.853586,62.361227
132.565428,62.762446
132.272169,63.160100
131.973854,63.554125
131.670530,63.944461
131.362245,64.331045
131.049047,64.713818
130.730985,65.092719
130.408108,65.467689
130.080468,65.838670
129.748116,66.205603
129.411104,66.568431
129.069484,66.927096
128.723310,67.281543
128.372636,67.631717
128.017518,67.977561
127.658011,68.319023
127.294170,68.656049
126.926055,68.988585
126.553720,69.316581
126.177227,69.639983
125.796632,69.958742
125.411996,70.272808
125.023379,70.582132
124.630842,70.886665
124.234447,71.186359
123.834255,71.481168
123.430329,71.771045
123.022733,72.055945
122.611530,72.335823
122.196785,72.610635
121.778563,72.880339
121.356929,73.144892
120.931949,73.404253
120.503690,73.658381
120.072219,73.907235
119.637604,74.150779
119.199912,74.388972
118.759213,74.621778
118.315575,74.849160
117.869067,75.071083
117.419761,75.287512
116.967725,75.498413
116.513031,75.703752
116.055751,75.903499
115.595955,76.097621
115.133716,76.286088
114.669106,76.468871
114.202198,76.645941
113.733066,76.817270
113.261782,76.982831
112.788420,77.142599
112.313055,77.296548
111.835761,77.444654
111.356613,77.586895
110.875686,77.723247
110.393056,77.853690
109.908797,77.978202
109.422985,78.096765
108.935698,78.209360
108.447011,78.315970
107.957000,78.416577
107.465743,78.511166
106.973317,78.599721
106.479798,78.682230
105.985264,78.758679
105.489792,78.829057
104.993461,78.893351
104.496347,78.951553
103.998528,79.003652
103.500084,79.049642
103.001091,79.089514
102.501627,79.123263
102.001772,79.150882
101.501604,79.172369
101.001200,79.187719
100.500639,79.196930
100.000000,79.200000
99.500000,79.200000
99.000000,79.200000
98.500000,79.200000
98.000000,79.200000
97.500000,79.200000
97.000000,79.200000
96.500000,79.200000
96.000000,79.200000
95.500000,79.200000
95.000000,79.200000
94.500000,79.200000
94.000000,79.200000
93.500000,79.200000
93.000000,79.200000
92.500000,79.200000
92.000000,79.200000
91.500000,79.200000
91.000000,79.200000
90.500000,79.200000
90.000000,79.200000
89.500000,79.200000
89.000000,79.200000
88.500000,79.200000
88.000000,79.200000
87.500000,79.200000
87.000000,79.200000
86.500000,79.200000
86.000000,79.200000
85.500000,79.200000
85.000000,79.200000
84.500000,79.200000
84.000000,79.200000
83.500000,79.200000
83.000000,79.200000
82.500000,79.200000
82.000000,79.200000
81.500000,79.200000
81.000000,79.200000
80.500000,79.200000
80.000000,79.200000
79.500000,79.200000
79.000000,79.200000
78.500000,79.200000
78.000000,79.200000
77.500000,79.200000
77.000000,79.200000
76.500000,79.200000
76.000000,79.200000
75.500000,79.200000
75.000000,79.200000
74.500000,79.200000
74.000000,79.200000
73.500000,79.200000
73.000000,79.200000
72.500000,79.200000
72.000000,79.200000
71.500000,79.200000
71.000000,79.200000
70.500000,79.200000
70.000000,79.200000
69.500000,79.200000
69.000000,79.200000
68.500000,79.200000
68.000000,79.200000
67.500000,79.200000
67.000000,79.200000
66.500000,79.200000
66.000000,79.200000
65.500000,79.200000
65.000000,79.200000
64.500000,79.200000
64.000000,79.200000
63.500000,79.200000
63.000000,79.200000
62.500000,79.200000
62.000000,79.200000
61.500000,79.200000
61.000000,79.200000
60.500000,79.200000
60.000000,79.200000
59.500000,79.200000
59.000000,79.200000
58.500000,79.200000
58.000000,79.200000
57.500000,79.200000
57.000000,79.200000
56.500000,79.200000
56.000000,79.200000
55.500000,79.200000
55.000000,79.200000
54.500000,79.200000
54.000000,79.200000
53.500000,79.200000
53.000000,79.200000
52.500000,79.200000
52.000000,79.200000
51.500000,79.200000
51.000000,79.200000
50.500000,79.200000
50.000000,79.200000
49.500000,79.200000
49.000000,79.200000
48.500000,79.200000
48.000000,79.200000
47.500000,79.200000
47.000000,79.200000
46.500000,79.200000
46.000000,79.200000
45.500000,79.200000
45.000000,79.200000
44.500000,79.200000
44.000000,79.200000
43.500000,79.200000
43.000000,79.200000
42.500000,79.200000
42.000000,79.200000
41.500000,79.200000
41.000000,79.200000
40.500000,79.200000
40.000000,79.200000
39.500000,79.200000
39.000000,79.200000
38.500000,79.200000
38.000000,79.200000
37.500000,79.200000
37.000000,79.200000
36.500000,79.200000
36.000000,79.200000
35.500000,79.200000
35.000000,79.200000
34.500000,79.200000
34.000000,79.200000
33.500000,79.200000
33.000000,79.200000
32.500000,79.200000
32.000000,79.200000
31.500000,79.200000
31.000000,79.200000
30.500000,79.200000
30.000000,79.200000
29.500000,79.200000
29.000000,79.200000
28.500000,79.200000
28.000000,79.200000
27.500000,79.200000
27.000000,79.200000
26.500000,79.200000
26.000000,79.200000
25.500000,79.200000
25.000000,79.200000
24.500000,79.200000
24.000000,79.200000
23.500000,79.200000
23.000000,79.200000
22.500000,79.200000
22.000000,79.200000
21.500000,79.200000
21.000000,79.200000
20.500000,79.200000
20.000000,79.200000
19.500000,79.200000
19.000000,79.200000
18.500000,79.200000
18.000000,79.200000
17.500000,79.200000
17.000000,79.200000
16.500000,79.200000
16.000000,79.200000
15.500000,79.200000
15.000000,79.200000
14.500000,79.200000
14.000000,79.200000
13.500000,79.200000
13.000000,79.200000
12.500000,79.200000
12.000000,79.200000
11.500000,79.200000
11.000000,79.200000
10.500000,79.200000
10.000000,79.200000
9.500000,79.200000
9.000000,79.200000
8.500000,79.200000
8.000000,79.200000
7.500000,79.200000
7.000000,79.200000
6.500000,79.200000
6.000000,79.200000
5.500000,79.200000
5.000000,79.200000
4.500000,79.200000
4.000000,79.200000
3.500000,79.200000
3.000000,79.200000
2.500000,79.200000
2.000000,79.200000
1.500000,79.200000
1.000000,79.200000
0.500000,79.200000
0.000000,79.200000
-0.500639,79.196930
-1.001200,79.187719
-1.501604,79.172369
-2.001772,79.150882
-2.501627,79.123263
-3.001091,79.089514
-3.500084,79.049642
-3.998528,79.003652
-4.496347,78.951553
-4.993461,78.893351
-5.489792,78.829057
-5.985264,78.758679
-6.479798,78.682230
-6.973317,78.599721
-7.465743,78.511166
-7.957000,78.416577
-8.447011,78.315970
-8.935698,78.209360
-9.422985,78.096765
-9.908797,77.978202
-10.393056,77.853690
-10.875686,77.723247
-11.356613,77.586895
-11.835761,77.444654
-12.313055,77.296548
-12.788420,77.142599
-13.261782,76.982831
-13.733066,76.817270
-14.202198,76.645941
-14.669106,76.468871
-15.133716,76.286088
-15.595955,76.097621
-16.055751,75.903499
-16.513031,75.703752
-16.967725,75.498413
-17.419761,75.287512
-17.869067,75.071083
-18.315575,74.849160
-18.759213,74.621778
-19.199912,74.388972
-19.637604,74.150779
-20.072219,73.907235
-20.503690,73.658381
-20.931949,73.404253
-21.356929,73.144892
-21.778563,72.880339
-22.196785,72.610635
-22.611530,72.335823
-23.022733,72.055945
-23.430329,71.771045
-23.834255,71.481168
-24.234447,71.186359
-24.630842,70.886665
-25.023379,70.582132
-25.411996,70.272808
-25.796632,69.958742
-26.177227,69.639983
-26.553720,69.316581
-26.926055,68.988585
-27.294170,68.656049
-27.658011,68.319023
-28.017518,67.977561
-28.372636,67.631717
-28.723310,67.281543
-29.069484,66.927096
-29.411104,66.568431
-29.748116,66.205603
-30.080468,65.838670
-30.408108,65.467689
-30.730985,65.092719
-31.049047,64.713818
-31.362245,64.331045
-31.670530,63.944461
-31.973854,63.554125
-32.272169,63.160100
-32.565428,62.762446
-32.853586,62.361227
-33.136597,61.956505
-33.414417,61.548343
-33.687002,61.136805
-33.954310,60.721956
-34.216299,60.303861
-34.472928,59.882585
-34.724156,59.458194
-34.969945,59.030756
-35.210256,58.600336
-35.445050,58.167002
-35.674292,57.730822
-35.897945,57.291864
-36.115975,56.850198
-36.328347,56.405892
-36.535027,55.959016
-36.735985,55.509640
-36.931187,55.057834
-37.120604,54.603669
-37.304206,54.147216
-37.481964,53.688547
-37.653850,53.227734
-37.819837,52.764849
-37.979900,52.299964
-38.134013,51.833152
-38.282152,51.364486
-38.424294,50.894040
-38.560417,50.421888
-38.690498,49.948102
-38.814519,49.472759
-38.932459,48.995931
-39.044300,48.517694
-39.150025,48.038123
-39.249617,47.557292
-39.343060,47.075278
-39.430339,46.592155
-39.511442,46.108000
-39.586355,45.622888
-39.655066,45.136894
-39.717565,44.650097
-39.773843,44.162570
-39.823889,43.674392
-39.867697,43.185638
-39.905259,42.696385
-39.936570,42.206709
-39.961625,41.716688
-39.980419,41.226398
-39.992951,40.735916
-39.999217,40.245318
-39.999217,39.754682
-39.992951,39.264084
-39.980419,38.773602
-39.961625,38.283312
-39.936570,37.793291
-39.905259,37.303615
-39.867697,36.814362
-39.823889,36.325608
-39.773843,35.837430
-39.717565,35.349903
-39.655066,34.863106
-39.586355,34.377112
-39.511442,33.892000
-39.430339,33.407845
-39.343060,32.924722
-39.249617,32.442708
-39.150025,31.961877
-39.044300,31.482306
-38.932459,31.004069
-38.814519,30.527241
-38.690498,30.051898
-38.560417,29.578112
-38.424294,29.105960
-38.282152,28.635514
-38.134013,28.166848
-37.979900,27.700036
-37.819837,27.235151
-37.653850,26.772266
-37.481964,26.311453
-37.304206,25.852784
-37.120604,25.396331
-36.931187,24.942166
-36.735985,24.490360
-36.535027,24.040984
-36.328347,23.594108
-36.115975,23.149802
-35.897945,22.708136
-35.674292,22.269178
-35.445050,21.832998
-35.210256,21.399664
-34.969945,20.969244
-34.724156,20.541806
-34.472928,20.117415
-34.216299,19.696139
-33.954310,19.278044
-33.687002,18.863195
-33.414417,18.451657
-33.136597,18.043495
-32.853586,17.638773
-32.565428,17.237554
-32.272169,16.839900
-31.973854,16.445875
-31.670530,16.055539
-31.362245,15.668955
-31.049047,15.286182
-30.730985,14.907281
-30.408108,14.532311
-30.080468,14.161330
-29.748116,13.794397
-29.411104,13.431569
-29.069484,13.072904
-28.723310,12.718457
-28.372636,12.368283
-28.017518,12.022439
-27.658011,11.680977
-27.294170,11.343951
-26.926055,11.011415
-26.553720,10.683419
-26.177227,10.360017
-25.796632,10.041258
-25.411996,9.727192
-25.023379,9.417868
-24.630842,9.113335
-24.234447,8.813641
-23.834255,8.518832
-23.430329,8.228955
-23.022733,7.944055
-22.611530,7.664177
-22.196785,7.389365
-21.778563,7.119661
-21.356929,6.855108
-20.931949,6.595747
-20.503690,6.341619
-20.072219,6.092765
-19.637604,5.849221
-19.199912,5.611028
-18.759213,5.378222
-18.315575,5.150840
-17.869067,4.928917
-17.419761,4.712488
-16.967725,4.501587
-16.513031,4.296248
-16.055751,4.096501
-15.595955,3.902379
-15.133716,3.713912
-14.669106,3.531129
-14.202198,3.354059
-13.733066,3.182730
-13.261782,3.017169
-12.788420,2.857401
-12.313055,2.703452
-11.835761,2.555346
-11.356613,2.413105
-10.875686,2.276753
-10.393056,2.146310
-9.908797,2.021798
-9.422985,1.903235
-8.935698,1.790640
-8.447011,1.684030
-7.957000,1.583423
-7.465743,1.488834
-6.973317,1.400279
-6.479798,1.317770
-5.985264,1.241321
-5.489792,1.170943
-4.993461,1.106649
-4.496347,1.048447
-3.998528,0.996348
-3.500084,0.950358
-3.001091,0.910486
-2.501627,0.876737
-2.001772,0.849118
-1.501604,0.827631
-1.001200,0.812281
-0.500639,0.803070
