# x_m,y_m,w_tr_right_m,w_tr_left_m
139.655066,34.758271,6.000,6.000
139.717565,35.255004,6.000,6.000
139.773843,35.752479,6.000,6.000
139.823889,36.250621,6.000,6.000
139.867697,36.749349,6.000,6.000
139.905259,37.248587,6.000,6.000
139.936570,37.748256,6.000,6.000
139.961625,38.248278,6.000,6.000
139.980419,38.748574,6.000,6.000
139.992951,39.249066,6.000,6.000
139.999217,39.749676,6.000,6.000
139.999217,40.250324,6.000,6.000
139.992951,40.750934,6.000,6.000
139.980419,41.251426,6.000,6.000
139.961625,41.751722,6.000,6.000
139.936570,42.251744,6.000,6.000
139.905259,42.751413,6.000,6.000
139.867697,43.250651,6.000,6.000
139.823889,43.749379,6.000,6.000
139.773843,44.247521,6.000,6.000
139.717565,44.744996,6.000,6.000
139.655066,45.241729,6.000,6.000
139.586355,45.737640,6.000,6.000
139.511442,46.232653,6.000,6.000
139.430339,46.726689,6.000,6.000
139.343060,47.219672,6.000,6.000
139.249617,47.711523,6.000,6.000
139.150025,48.202166,6.000,6.000
139.044300,48.691525,6.000,6.000
138.932459,49.179522,6.000,6.000
138.814519,49.666080,6.000,6.000
138.690498,50.151125,6.000,6.000
138.560417,50.634579,6.000,6.000
138.424294,51.116368,6.000,6.000
138.282152,51.596415,6.000,6.000
138.134013,52.074645,6.000,6.000
137.979900,52.550983,6.000,6.000
137.819837,53.025356,6.000,6.000
137.653850,53.497688,6.000,6.000
137.481964,53.967906,6.000,6.000
137.304206,54.435935,6.000,6.000
137.120604,54.901703,6.000,6.000
136.931187,55.365136,6.000,6.000
136.735985,55.826163,6.000,6.000
136.535027,56.284710,6.000,6.000
136.328347,56.740706,6.000,6.000
136.115975,57.194080,6.000,6.000
135.897945,57.644760,6.000,6.000
135.674292,58.092675,6.000,6.000
135.445050,58.537757,6.000,6.000
135.210256,58.979934,6.000,6.000
134.969945,59.419138,6.000,6.000
134.724156,59.855301,6.000,6.000
134.472928,60.288352,6.000,6.000
134.216299,60.718225,6.000,6.000
133.954310,61.144853,6.000,6.000
133.687002,61.568168,6.000,6.000
133.414417,61.988105,6.000,6.000
133.136597,62.404596,6.000,6.000
132.853586,62.817578,6.000,6.000
132.565428,63.226986,6.000,6.000
132.272169,63.632755,6.000,6.000
131.973854,64.034822,6.000,6.000
131.670530,64.433123,6.000,6.000
131.362245,64.827597,6.000,6.000
131.049047,65.218181,6.000,6.000
130.730985,65.604815,6.000,6.000
130.408108,65.987438,6.000,6.000
130.080468,66.365990,6.000,6.000
129.748116,66.740411,6.000,6.000
129.411104,67.110643,6.000,6.000
129.069484,67.476629,6.000,6.000
128.723310,67.838309,6.000,6.000
128.372636,68.195629,6.000,6.000
128.017518,68.548532,6.000,6.000
127.658011,68.896963,6.000,6.000
127.294170,69.240866,6.000,6.000
126.926055,69.580189,6.000,6.000
126.553720,69.914878,6.000,6.000
126.177227,70.244881,6.000,6.000
125.796632,70.570145,6.000,6.000
125.411996,70.890621,6.000,6.000
125.023379,71.206257,6.000,6.000
124.630842,71.517005,6.000,6.000
124.234447,71.822815,6.000,6.000
123.834255,72.123641,6.000,6.000
123.430329,72.419434,6.000,6.000
123.022733,72.710148,6.000,6.000
122.611530,72.995738,6.000,6.000
122.196785,73.276159,6.000,6.000
121.778563,73.551367,6.000,6.000
121.356929,73.821319,6.000,6.000
120.931949,74.085972,6.000,6.000
120.503690,74.345286,6.000,6.000
120.072219,74.599220,6.000,6.000
119.637604,74.847733,6.000,6.000
119.199912,75.090787,6.000,6.000
118.759213,75.328345,6.000,6.000
118.315575,75.560367,6.000,6.000
117.869067,75.786819,6.000,6.000
117.419761,76.007665,6.000,6.000
116.967725,76.222870,6.000,6.000
116.513031,76.432400,6.000,6.000
116.055751,76.636223,6.000,6.000
115.595955,76.834307,6.000,6.000
115.133716,77.026621,6.000,6.000
114.669106,77.213134,6.000,6.000
114.202198,77.393817,6.000,6.000
113.733066,77.568643,6.000,6.000
113.261782,77.737583,6.000,6.000
112.788420,77.900611,6.000,6.000
112.313055,78.057702,6.000,6.000
111.835761,78.208831,6.000,6.000
111.356613,78.353974,6.000,6.000
110.875686,78.493109,6.000,6.000
110.393056,78.626214,6.000,6.000
109.908797,78.753268,6.000,6.000
109.422985,78.874250,6.000,6.000
108.935698,78.989143,6.000,6.000
108.447011,79.097928,6.000,6.000
107.957000,79.200589,6.000,6.000
107.465743,79.297108,6.000,6.000
106.973317,79.387471,6.000,6.000
106.479798,79.471663,6.000,6.000
105.985264,79.549673,6.000,6.000
105.489792,79.621486,6.000,6.000
104.993461,79.687093,6.000,6.000
104.496347,79.746482,6.000,6.000
103.998528,79.799645,6.000,6.000
103.500084,79.846573,6.000,6.000
103.001091,79.887259,6.000,6.000
102.501627,79.921697,6.000,6.000
102.001772,79.949880,6.000,6.000
101.501604,79.971805,6.000,6.000
101.001200,79.987468,6.000,6.000
100.500639,79.996867,6.000,6.000
100.000000,80.000000,6.000,6.000
99.500000,80.000000,6.000,6.000
99.000000,80.000000,6.000,6.000
98.500000,80.000000,6.000,6.000
98.000000,80.000000,6.000,6.000
97.500000,80.000000,6.000,6.000
97.000000,80.000000,6.000,6.000
96.500000,80.000000,6.000,6.000
96.000000,80.000000,6.000,6.000
95.500000,80.000000,6.000,6.000
95.000000,80.000000,6.000,6.000
94.500000,80.000000,6.000,6.000
94.000000,80.000000,6.000,6.000
93.500000,80.000000,6.000,6.000
93.000000,80.000000,6.000,6.000
92.500000,80.000000,6.000,6.000
92.000000,80.000000,6.000,6.000
91.500000,80.000000,6.000,6.000
91.000000,80.000000,6.000,6.000
90.500000,80.000000,6.000,6.000
90.000000,80.000000,6.000,6.000
89.500000,80.000000,6.000,6.000
89.000000,80.000000,6.000,6.000
88.500000,80.000000,6.000,6.000
88.000000,80.000000,6.000,6.000
87.500000,80.000000,6.000,6.000
87.000000,80.000000,6.000,6.000
86.500000,80.000000,6.000,6.000
86.000000,80.000000,6.000,6.000
85.500000,80.000000,6.000,6.000
85.000000,80.000000,6.000,6.000
84.500000,80.000000,6.000,6.000
84.000000,80.000000,6.000,6.000
83.500000,80.000000,6.000,6.000
83.000000,80.000000,6.000,6.000
82.500000,80.000000,6.000,6.000
82.000000,80.000000,6.000,6.000
81.500000,80.000000,6.000,6.000
81.000000,80.000000,6.000,6.000
80.500000,80.000000,6.000,6.000
80.000000,80.000000,6.000,6.000
79.500000,80.000000,6.000,6.000
79.000000,80.000000,6.000,6.000
78.500000,80.000000,6.000,6.000
78.000000,80.000000,6.000,6.000
77.500000,80.000000,6.000,6.000
77.000000,80.000000,6.000,6.000
76.500000,80.000000,6.000,6.000
76.000000,80.000000,6.000,6.000
75.500000,80.000000,6.000,6.000
75.000000,80.000000,6.000,6.000
74.500000,80.000000,6.000,6.000
74.000000,80.000000,6.000,6.000
73.500000,80.000000,6.000,6.000
73.000000,80.000000,6.000,6.000
72.500000,80.000000,6.000,6.000
72.000000,80.000000,6.000,6.000
71.500000,80.000000,6.000,6.000
71.000000,80.000000,6.000,6.000
70.500000,80.000000,6.000,6.000
70.000000,80.000000,6.000,6.000
69.500000,80.000000,6.000,6.000
69.000000,80.000000,6.000,6.000
68.500000,80.000000,6.000,6.000
68.000000,80.000000,6.000,6.000
67.500000,80.000000,6.000,6.000
67.000000,80.000000,6.000,6.000
66.500000,80.000000,6.000,6.000
66.000000,80.000000,6.000,6.000
65.500000,80.000000,6.000,6.000
65.000000,80.000000,6.000,6.000
64.500000,80.000000,6.000,6.000
64.000000,80.000000,6.000,6.000
63.500000,80.000000,6.000,6.000
63.000000,80.000000,6.000,6.000
62.500000,80.000000,6.000,6.000
62.000000,80.000000,6.000,6.000
61.500000,80.000000,6.000,6.000
61.000000,80.000000,6.000,6.000
60.500000,80.000000,6.000,6.000
60.000000,80.000000,6.000,6.000
59.500000,80.000000,6.000,6.000
59.000000,80.000000,6.000,6.000
58.500000,80.000000,6.000,6.000
58.000000,80.000000,6.000,6.000
57.500000,80.000000,6.000,6.000
57.000000,80.000000,6.000,6.000
56.500000,80.000000,6.000,6.000
56.000000,80.000000,6.000,6.000
55.500000,80.000000,6.000,6.000
55.000000,80.000000,6.000,6.000
54.500000,80.000000,6.000,6.000
54.000000,80.000000,6.000,6.000
53.500000,80.000000,6.000,6.000
53.000000,80.000000,6.000,6.000
52.500000,80.000000,6.000,6.000
52.000000,80.000000,6.000,6.000
51.500000,80.000000,6.000,6.000
51.000000,80.000000,6.000,6.000
50.500000,80.000000,6.000,6.000
50.000000,80.000000,6.000,6.000
49.500000,80.000000,6.000,6.000
49.000000,80.000000,6.000,6.000
48.500000,80.000000,6.000,6.000
48.000000,80.000000,6.000,6.000
47.500000,80.000000,6.000,6.000
47.000000,80.000000,6.000,6.000
46.500000,80.000000,6.000,6.000
46.000000,80.000000,6.000,6.000
45.500000,80.000000,6.000,6.000
45.000000,80.000000,6.000,6.000
44.500000,80.000000,6.000,6.000
44.000000,80.000000,6.000,6.000
43.500000,80.000000,6.000,6.000
43.000000,80.000000,6.000,6.000
42.500000,80.000000,6.000,6.000
42.000000,80.000000,6.000,6.000
41.500000,80.000000,6.000,6.000
41.000000,80.000000,6.000,6.000
40.500000,80.000000,6.000,6.000
40.000000,80.000000,6.000,6.000
39.500000,80.000000,6.000,6.000
39.000000,80.000000,6.000,6.000
38.500000,80.000000,6.000,6.000
38.000000,80.000000,6.000,6.000
37.500000,80.000000,6.000,6.000
37.000000,80.000000,6.000,6.000
36.500000,80.000000,6.000,6.000
36.000000,80.000000,6.000,6.000
35.500000,80.000000,6.000,6.000
35.000000,80.000000,6.000,6.000
34.500000,80.000000,6.000,6.000
34.000000,80.000000,6.000,6.000
33.500000,80.000000,6.000,6.000
33.000000,80.000000,6.000,6.000
32.500000,80.000000,6.000,6.000
32.000000,80.000000,6.000,6.000
31.500000,80.000000,6.000,6.000
31.000000,80.000000,6.000,6.000
30.500000,80.000000,6.000,6.000
30.000000,80.000000,6.000,6.000
29.500000,80.000000,6.000,6.000
29.000000,80.000000,6.000,6.000
28.500000,80.000000,6.000,6.000
28.000000,80.000000,6.000,6.000
27.500000,80.000000,6.000,6.000
27.000000,80.000000,6.000,6.000
26.500000,80.000000,6.000,6.000
26.000000,80.000000,6.000,6.000
25.500000,80.000000,6.000,6.000
25.000000,80.000000,6.000,6.000
24.500000,80.000000,6.000,6.000
24.000000,80.000000,6.000,6.000
23.500000,80.000000,6.000,6.000
23.000000,80.000000,6.000,6.000
22.500000,80.000000,6.000,6.000
22.000000,80.000000,6.000,6.000
21.500000,80.000000,6.000,6.000
21.000000,80.000000,6.000,6.000
20.500000,80.000000,6.000,6.000
20.000000,80.000000,6.000,6.000
19.500000,80.000000,6.000,6.000
19.000000,80.000000,6.000,6.000
18.500000,80.000000,6.000,6.000
18.000000,80.000000,6.000,6.000
17.500000,80.000000,6.000,6.000
17.000000,80.000000,6.000,6.000
16.500000,80.000000,6.000,6.000
16.000000,80.000000,6.000,6.000
15.500000,80.000000,6.000,6.000
15.000000,80.000000,6.000,6.000
14.500000,80.000000,6.000,6.000
14.000000,80.000000,6.000,6.000
13.500000,80.000000,6.000,6.000
13.000000,80.000000,6.000,6.000
12.500000,80.000000,6.000,6.000
12.000000,80.000000,6.000,6.000
11.500000,80.000000,6.000,6.000
11.000000,80.000000,6.000,6.000
10.500000,80.000000,6.000,6.000
10.000000,80.000000,6.000,6.000
9.500000,80.000000,6.000,6.000
9.000000,80.000000,6.000,6.000
8.500000,80.000000,6.000,6.000
8.000000,80.000000,6.000,6.000
7.500000,80.000000,6.000,6.000
7.000000,80.000000,6.000,6.000
6.500000,80.000000,6.000,6.000
6.000000,80.000000,6.000,6.000
5.500000,80.000000,6.000,6.000
5.000000,80.000000,6.000,6.000
4.500000,80.000000,6.000,6.000
4.000000,80.000000,6.000,6.000
3.500000,80.000000,6.000,6.000
3.000000,80.000000,6.000,6.000
2.500000,80.000000,6.000,6.000
2.000000,80.000000,6.000,6.000
1.500000,80.000000,6.000,6.000
1.000000,80.000000,6.000,6.000
0.500000,80.000000,6.000,6.000
0.000000,80.000000,6.000,6.000
-0.500639,79.996867,6.000,6.000
-1.001200,79.987468,6.000,6.000
-1.501604,79.971805,6.000,6.000
-2.001772,79.949880,6.000,6.000
-2.501627,79.921697,6.000,6.000
-3.001091,79.887259,6.000,6.000
-3.500084,79.846573,6.000,6.000
-3.998528,79.799645,6.000,6.000
-4.496347,79.746482,6.000,6.000
-4.993461,79.687093,6.000,6.000
-5.489792,79.621486,6.000,6.000
-5.985264,79.549673,6.000,6.000
-6.479798,79.471663,6.000,6.000
-6.973317,79.387471,6.000,6.000
-7.465743,79.297108,6.000,6.000
-7.957000,79.200589,6.000,6.000
-8.447011,79.097928,6.000,6.000
-8.935698,78.989143,6.000,6.000
-9.422985,78.874250,6.000,6.000
-9.908797,78.753268,6.000,6.000
-10.393056,78.626214,6.000,6.000
-10.875686,78.493109,6.000,6.000
-11.356613,78.353974,6.000,6.000
-11.835761,78.208831,6.000,6.000
-12.313055,78.057702,6.000,6.000
-12.788420,77.900611,6.000,6.000
-13.261782,77.737583,6.000,6.000
-13.733066,77.568643,6.000,6.000
-14.202198,77.393817,6.000,6.000
-14.669106,77.213134,6.000,6.000
-15.133716,77.026621,6.000,6.000
-15.595955,76.834307,6.000,6.000
-16.055751,76.636223,6.000,6.000
-16.513031,76.432400,6.000,6.000
-16.967725,76.222870,6.000,6.000
-17.419761,76.007665,6.000,6.000
-17.869067,75.786819,6.000,6.000
-18.315575,75.560367,6.000,6.000
-18.759213,75.328345,6.000,6.000
-19.199912,75.090787,6.000,6.000
-19.637604,74.847733,6.000,6.000
-20.072219,74.599220,6.000,6.000
-20.503690,74.345286,6.000,6.000
-20.931949,74.085972,6.000,6.000
-21.356929,73.821319,6.000,6.000
-21.778563,73.551367,6.000,6.000
-22.196785,73.276159,6.000,6.000
-22.611530,72.995738,6.000,6.000
-23.022733,72.710148,6.000,6.000
-23.430329,72.419434,6.000,6.000
-23.834255,72.123641,6.000,6.000
-24.234447,71.822815,6.000,6.000
-24.630842,71.517005,6.000,6.000
-25.023379,71.206257,6.000,6.000
-25.411996,70.890621,6.000,6.000
-25.796632,70.570145,6.000,6.000
-26.177227,70.244881,6.000,6.000
-26.553720,69.914878,6.000,6.000
-26.926055,69.580189,6.000,6.000
-27.294170,69.240866,6.000,6.000
-27.658011,68.896963,6.000,6.000
-28.017518,68.548532,6.000,6.000
-28.372636,68.195629,6.000,6.000
-28.723310,67.838309,6.000,6.000
-29.069484,67.476629,6.000,6.000
-29.411104,67.110643,6.000,6.000
-29.748116,66.740411,6.000,6.000
-30.080468,66.365990,6.000,6.000
-30.408108,65.987438,6.000,6.000
-30.730985,65.604815,6.000,6.000
-31.049047,65.218181,6.000,6.000
-31.362245,64.827597,6.000,6.000
-31.670530,64.433123,6.000,6.000
-31.973854,64.034822,6.000,6.000
-32.272169,63.632755,6.000,6.000
-32.565428,63.226986,6.000,6.000
-32.853586,62.817578,6.000,6.000
-33.136597,62.404596,6.000,6.000
-33.414417,61.988105,6.000,6.000
-33.687002,61.568168,6.000,6.000
-33.954310,61.144853,6.000,6.000
-34.216299,60.718225,6.000,6.000
-34.472928,60.288352,6.000,6.000
-34.724156,59.855301,6.000,6.000
-34.969945,59.419138,6.000,6.000
-35.210256,58.979934,6.000,6.000
-35.445050,58.537757,6.000,6.000
-35.674292,58.092675,6.000,6.000
-35.897945,57.644760,6.000,6.000
-36.115975,57.194080,6.000,6.000
-36.328347,56.740706,6.000,6.000
-36.535027,56.284710,6.000,6.000
-36.735985,55.826163,6.000,6.000
-36.931187,55.365136,6.000,6.000
-37.120604,54.901703,6.000,6.000
-37.304206,54.435935,6.000,6.000
-37.481964,53.967906,6.000,6.000
-37.653850,53.497688,6.000,6.000
-37.819837,53.025356,6.000,6.000
-37.979900,52.550983,6.000,6.000
-38.134013,52.074645,6.000,6.000
-38.282152,51.596415,6.000,6.000
-38.424294,51.116368,6.000,6.000
-38.560417,50.634579,6.000,6.000
-38.690498,50.151125,6.000,6.000
-38.814519,49.666080,6.000,6.000
-38.932459,49.179522,6.000,6.000
-39.044300,48.691525,6.000,6.000
-39.150025,48.202166,6.000,6.000
-39.249617,47.711523,6.000,6.000
-39.343060,47.219672,6.000,6.000
-39.430339,46.726689,6.000,6.000
-39.511442,46.232653,6.000,6.000
-39.586355,45.737640,6.000,6.000
-39.655066,45.241729,6.000,6.000
-39.717565,44.744996,6.000,6.000
